Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results
Cosmetics,SKU-000824,148.82,0,68,10119.76,318,13.88,21,11.7,DHL,36.91,Supplier G,Miami,4094,134.6,4.01,Sea,Route B,141.75,Pass
Skincare,SKU-000825,98.39,0,141,13872.99,374,16.42,539,2.11,UPS,58.27,Supplier D,San Francisco,2782,133.16,0.28,Road,Route D,134.18,Pass
Accessories,SKU-000826,21.43,1,113,2421.59,843,26.33,328,7.27,FedEx,14.03,Supplier H,Chicago,4790,50.96,6.95,Sea,Route B,270.06,Pass
Haircare,SKU-000827,116.84,0,204,23835.36,354,29.87,541,2.43,DHL,24.04,Supplier H,Atlanta,713,107.12,8.08,Road,Route C,409.07,Fail
Fragrances,SKU-000828,191.95,0,422,81002.9,500,17.9,488,1.22,UPS,44.28,Supplier C,Chicago,1972,41.66,6.64,Road,Route C,306.04,Fail
Haircare,SKU-000829,43.31,1,498,21568.38,56,24.56,231,9.63,UPS,24.59,Supplier H,New York,3254,115.02,1.51,Road,Route C,451.94,Pass
Skincare,SKU-000830,141.1,0,166,23422.6,363,10.48,131,14.45,FedEx,88.27,Supplier A,Dallas,4660,86.36,1.03,Air,Route A,336.45,Pass
Fragrances,SKU-000831,48.18,0,107,5155.26,866,9.87,27,13.64,USPS,20.04,Supplier C,Dallas,3473,48.53,5.73,Air,Route C,360.2,Pass
Cosmetics,SKU-000832,111.81,1,235,26275.35,152,12.68,496,10.75,Amazon Logistics,48.29,Supplier H,Seattle,3291,63.03,4.02,Rail,Route B,350.42,Pass
Haircare,SKU-000833,28.37,1,421,11943.77,870,20.5,479,2.35,FedEx,62.54,Supplier E,San Francisco,667,105.03,4.29,Road,Route E,252.26,Pass
Skincare,SKU-000834,95.57,0,214,20451.98,242,20.78,272,4.84,UPS,70.73,Supplier D,New York,4233,136.38,9.68,Road,Route C,360.2,Pass
Accessories,SKU-000835,153.67,0,88,13522.96,802,10.14,545,5.48,UPS,41.39,Supplier F,Atlanta,344,23.96,7.24,Road,Route B,81.37,Fail
Fragrances,SKU-000836,76.04,1,133,10113.32,623,4.86,457,11.68,FedEx,87.56,Supplier D,Los Angeles,120,87.85,4.12,Air,Route A,436.93,Pass
Haircare,SKU-000837,136.33,0,480,65438.4,578,19.34,255,12.23,USPS,58.99,Supplier H,Dallas,493,41.79,0.19,Rail,Route A,400.02,Fail
Haircare,SKU-000838,161.14,0,437,70418.18,220,4.72,325,6.39,Amazon Logistics,46.75,Supplier B,Atlanta,3914,121.2,0.34,Air,Route E,160.35,Pass
Cosmetics,SKU-000839,186.16,0,227,42258.32,586,17.78,497,6.85,DHL,11.39,Supplier G,Chicago,2155,15.18,6.85,Sea,Route E,395.61,Pass
Cosmetics,SKU-000840,54.58,1,13,709.54,300,21.11,39,1.62,FedEx,49.15,Supplier F,Miami,3615,104.9,8.38,Sea,Route B,55.69,Pass
Accessories,SKU-000841,85.87,0,99,8501.13,814,21.32,235,5.05,Amazon Logistics,82.97,Supplier C,Dallas,2475,30.37,7.08,Sea,Route E,147.76,Pass
Accessories,SKU-000842,38.96,0,113,4402.48,436,22.85,154,7.32,Amazon Logistics,63.38,Supplier B,New York,2010,91.48,4.06,Rail,Route E,79.31,Fail
Skincare,SKU-000843,198.57,1,402,79825.14,256,26.31,148,2.64,UPS,84.06,Supplier D,Dallas,389,126.18,0.31,Sea,Route A,401.1,Pass
Skincare,SKU-000844,186.13,0,128,23824.64,590,15.5,429,7.35,DHL,51.93,Supplier H,Houston,2658,114.49,9.67,Rail,Route B,390.14,Pass
Accessories,SKU-000845,112.59,0,142,15987.78,678,22.18,441,12.94,FedEx,16.25,Supplier C,Houston,460,114.18,9.86,Air,Route E,416.14,Pass
Accessories,SKU-000846,169.99,1,321,54566.79,465,18.96,313,9.14,UPS,6.3,Supplier C,Houston,1722,80.09,5.49,Air,Route B,52.02,Fail
Fragrances,SKU-000847,108.98,1,105,11442.9,843,6.41,265,2.11,UPS,33.81,Supplier E,San Francisco,4414,134.16,0.71,Rail,Route C,275.55,Pass
Cosmetics,SKU-000848,128.48,1,477,61284.96,429,1.74,575,3.68,USPS,71.31,Supplier E,Dallas,4194,90.28,5.41,Air,Route A,367.18,Pass
Skincare,SKU-000849,26.93,1,443,11929.99,193,9.25,105,7.64,Amazon Logistics,80.07,Supplier H,Seattle,2553,138.04,8.92,Air,Route A,119.93,Fail
Cosmetics,SKU-000850,153.5,0,340,52190.0,74,13.85,575,6.06,FedEx,33.1,Supplier H,Atlanta,2115,84.25,6.8,Rail,Route A,342.41,Fail
Cosmetics,SKU-000851,34.27,0,152,5209.04,871,18.9,394,6.02,FedEx,52.09,Supplier A,Houston,2140,78.37,7.2,Sea,Route D,87.85,Pass
Accessories,SKU-000852,166.95,1,297,49584.15,717,25.65,465,8.41,FedEx,45.01,Supplier E,Chicago,2144,37.24,0.85,Rail,Route B,131.6,Pass
Fragrances,SKU-000853,158.59,1,37,5867.83,122,6.69,397,9.18,UPS,44.0,Supplier G,New York,2900,83.99,1.07,Road,Route C,264.11,Pass
Haircare,SKU-000854,144.66,0,287,41517.42,681,4.64,409,12.16,USPS,26.98,Supplier F,San Francisco,3070,25.38,1.27,Air,Route E,344.1,Fail
Fragrances,SKU-000855,16.87,1,242,4082.54,873,28.94,70,5.77,DHL,17.96,Supplier C,Boston,931,131.11,9.04,Rail,Route C,115.64,Fail
Fragrances,SKU-000856,67.59,0,26,1757.34,882,4.13,261,12.28,UPS,23.69,Supplier E,Houston,1893,103.0,5.26,Air,Route B,133.35,Pass
Cosmetics,SKU-000857,59.99,1,68,4079.32,142,14.88,313,5.74,DHL,10.26,Supplier H,Atlanta,3792,149.08,7.92,Sea,Route A,142.0,Fail
Fragrances,SKU-000858,78.43,0,99,7764.57,554,17.98,582,1.78,USPS,23.82,Supplier A,Chicago,1891,18.35,1.15,Air,Route D,157.42,Pass
Skincare,SKU-000859,26.65,1,208,5543.2,647,16.7,285,8.76,Amazon Logistics,5.87,Supplier H,New York,2941,39.9,9.28,Rail,Route B,151.95,Pass
Cosmetics,SKU-000860,188.02,1,371,69755.42,385,3.49,139,9.23,FedEx,64.59,Supplier H,Miami,4790,132.19,8.21,Sea,Route B,227.82,Pass
Skincare,SKU-000861,115.22,0,450,51849.0,474,2.65,267,14.08,DHL,35.06,Supplier H,Los Angeles,2254,62.31,2.25,Sea,Route E,344.21,Fail
Haircare,SKU-000862,68.05,1,35,2381.75,548,4.06,89,11.16,UPS,97.45,Supplier D,Chicago,680,72.61,8.74,Sea,Route C,247.11,Fail
Cosmetics,SKU-000863,85.43,0,34,2904.62,413,17.98,76,13.85,DHL,23.4,Supplier F,Seattle,2953,129.79,2.63,Road,Route C,399.19,Pass
Haircare,SKU-000864,94.97,0,403,38272.91,996,16.79,401,13.72,Amazon Logistics,37.85,Supplier E,Chicago,2336,80.66,2.05,Rail,Route E,373.67,Pass
Cosmetics,SKU-000865,124.11,0,310,38474.1,679,7.78,58,9.46,FedEx,38.99,Supplier C,Chicago,4276,33.05,2.64,Rail,Route D,106.94,Fail
Accessories,SKU-000866,107.98,0,348,37577.04,794,19.5,462,8.39,DHL,5.8,Supplier D,Seattle,2255,134.34,9.1,Sea,Route A,71.98,Pass
Fragrances,SKU-000867,184.68,0,276,50971.68,248,24.78,37,8.8,Amazon Logistics,84.72,Supplier H,Miami,1444,9.5,9.16,Air,Route A,445.07,Pass
Accessories,SKU-000868,104.42,1,470,49077.4,767,2.21,371,14.7,UPS,8.04,Supplier G,San Francisco,445,134.83,3.29,Sea,Route D,85.92,Pass
Haircare,SKU-000869,198.51,1,190,37716.9,462,15.45,317,11.82,USPS,94.32,Supplier C,Dallas,1986,12.33,7.05,Road,Route E,116.75,Fail
Fragrances,SKU-000870,171.77,0,465,79873.05,388,20.99,302,2.49,UPS,89.75,Supplier D,New York,654,101.55,6.76,Sea,Route B,59.96,Pass
Cosmetics,SKU-000871,49.62,1,369,18309.78,708,8.32,129,11.9,FedEx,55.87,Supplier G,Chicago,3870,15.39,8.07,Rail,Route C,332.75,Fail
Fragrances,SKU-000872,186.81,0,77,14384.37,986,9.93,199,3.39,UPS,56.64,Supplier G,Chicago,4497,107.4,2.97,Sea,Route B,312.07,Fail
Skincare,SKU-000873,32.11,1,360,11559.6,478,18.8,563,7.26,UPS,67.11,Supplier F,Seattle,299,9.93,5.1,Air,Route C,494.11,Pass
Fragrances,SKU-000874,165.32,1,421,69599.72,832,27.04,44,3.95,UPS,41.77,Supplier C,Atlanta,3040,127.16,6.68,Rail,Route B,449.12,Fail
Skincare,SKU-000875,82.32,1,468,38525.76,948,24.49,76,10.65,UPS,66.49,Supplier E,Chicago,3590,72.56,0.26,Air,Route E,234.88,Pass
Fragrances,SKU-000876,176.82,1,330,58350.6,188,17.91,199,13.28,FedEx,9.25,Supplier E,Chicago,406,18.55,3.77,Sea,Route E,217.21,Fail
Skincare,SKU-000877,174.93,0,58,10145.94,742,22.18,251,5.07,Amazon Logistics,10.13,Supplier A,Seattle,3175,107.49,6.96,Rail,Route D,183.58,Pass
Haircare,SKU-000878,163.13,0,184,30015.92,991,11.58,362,2.15,DHL,48.44,Supplier D,Atlanta,1756,75.95,2.53,Road,Route B,118.58,Pass
Accessories,SKU-000879,160.11,1,61,9766.71,591,19.59,496,5.18,USPS,57.21,Supplier A,Seattle,2792,32.69,9.58,Rail,Route B,112.14,Pass
Cosmetics,SKU-000880,67.89,1,111,7535.79,106,14.52,595,10.41,DHL,89.34,Supplier B,San Francisco,1864,7.27,0.3,Air,Route D,109.53,Fail
Fragrances,SKU-000881,25.37,0,225,5708.25,281,6.51,474,5.6,DHL,14.94,Supplier E,Chicago,375,65.61,9.58,Rail,Route D,101.35,Fail
Accessories,SKU-000882,86.57,1,447,38696.79,707,21.35,251,4.89,USPS,83.15,Supplier D,Houston,3461,17.42,2.17,Road,Route E,158.23,Fail
Cosmetics,SKU-000883,42.97,0,197,8465.09,484,17.14,308,3.58,FedEx,24.95,Supplier F,New York,1501,18.65,0.49,Road,Route E,188.0,Pass
Cosmetics,SKU-000884,142.04,0,66,9374.64,433,11.4,232,7.97,USPS,42.44,Supplier A,Atlanta,4833,43.76,2.92,Road,Route B,482.71,Fail
Skincare,SKU-000885,75.76,0,56,4242.56,609,27.43,277,4.86,FedEx,35.08,Supplier F,Houston,1875,96.42,7.86,Road,Route E,310.31,Pass
Haircare,SKU-000886,195.37,1,168,32822.16,243,1.61,549,11.23,DHL,43.01,Supplier F,Seattle,3481,81.84,7.52,Air,Route E,494.42,Pass
Haircare,SKU-000887,131.78,0,498,65626.44,785,10.16,248,2.07,FedEx,19.3,Supplier H,Chicago,4150,15.0,2.09,Rail,Route B,217.61,Fail
Accessories,SKU-000888,166.27,1,183,30427.41,697,2.65,245,10.3,Amazon Logistics,52.84,Supplier H,Seattle,3560,145.42,1.97,Sea,Route D,255.93,Fail
Haircare,SKU-000889,35.18,0,251,8830.18,583,23.23,454,4.33,USPS,81.16,Supplier F,Dallas,1980,133.64,6.43,Road,Route B,196.06,Pass
Fragrances,SKU-000890,173.78,1,291,50569.98,567,21.36,421,7.85,Amazon Logistics,46.95,Supplier A,Dallas,3935,42.59,4.58,Sea,Route A,132.3,Pass
Haircare,SKU-000891,185.32,1,250,46330.0,765,10.61,107,5.01,DHL,51.61,Supplier H,San Francisco,4378,22.74,7.92,Sea,Route B,114.42,Pass
Accessories,SKU-000892,102.54,1,379,38862.66,800,20.59,561,11.12,USPS,85.63,Supplier B,Chicago,1944,141.65,0.24,Rail,Route A,475.29,Pass
Haircare,SKU-000893,125.19,0,14,1752.66,234,12.48,328,14.23,DHL,72.08,Supplier G,Chicago,3477,71.87,6.1,Sea,Route B,494.06,Pass
Fragrances,SKU-000894,155.31,0,93,14443.83,921,22.93,362,13.84,Amazon Logistics,51.59,Supplier G,Houston,171,50.12,7.31,Sea,Route A,70.21,Fail
Skincare,SKU-000895,43.22,1,317,13700.74,341,14.17,455,9.17,DHL,29.48,Supplier H,Boston,1776,76.1,9.93,Air,Route A,117.66,Pass
Accessories,SKU-000896,105.49,1,370,39031.3,384,12.96,196,7.48,USPS,89.07,Supplier A,Chicago,1395,117.05,6.79,Sea,Route B,240.59,Fail
Skincare,SKU-000897,85.75,1,468,40131.0,781,28.11,158,12.46,USPS,59.82,Supplier G,San Francisco,1143,29.42,2.32,Rail,Route E,133.85,Fail
Skincare,SKU-000898,37.81,0,257,9717.17,165,8.28,213,10.57,DHL,26.01,Supplier C,Atlanta,2725,116.29,1.08,Sea,Route C,213.75,Fail
Skincare,SKU-000899,79.83,0,63,5029.29,874,4.49,205,3.57,USPS,30.57,Supplier G,Atlanta,3142,113.67,6.41,Rail,Route E,108.09,Pass
Cosmetics,SKU-000900,22.95,0,170,3901.5,98,17.95,237,12.49,USPS,81.3,Supplier E,Seattle,914,83.21,5.23,Road,Route A,255.43,Pass
Cosmetics,SKU-000901,14.9,0,443,6600.7,734,29.11,183,7.0,DHL,9.19,Supplier A,Houston,2294,130.55,8.99,Sea,Route B,172.26,Fail
Skincare,SKU-000902,35.68,1,431,15378.08,131,11.96,180,3.65,Amazon Logistics,99.25,Supplier H,Miami,3600,24.16,7.27,Sea,Route B,208.36,Pass
Accessories,SKU-000903,192.99,1,420,81055.8,883,2.8,544,4.95,USPS,17.38,Supplier H,Los Angeles,409,91.34,5.1,Sea,Route B,92.44,Pass
Fragrances,SKU-000904,114.41,0,235,26886.35,382,10.84,61,4.75,USPS,80.63,Supplier G,Seattle,2161,70.15,4.04,Road,Route B,242.66,Pass
Fragrances,SKU-000905,193.51,0,24,4644.24,606,15.67,229,8.27,USPS,42.5,Supplier A,Chicago,4327,66.23,4.04,Air,Route C,492.47,Fail
Haircare,SKU-000906,92.17,1,233,21475.61,384,5.7,294,4.28,USPS,51.76,Supplier B,Seattle,1977,41.62,2.26,Sea,Route D,197.97,Fail
Accessories,SKU-000907,69.25,0,70,4847.5,581,20.08,298,2.73,DHL,88.66,Supplier C,Miami,2902,58.98,0.17,Rail,Route A,444.39,Pass
Cosmetics,SKU-000908,106.17,0,131,13908.27,270,29.93,270,2.73,Amazon Logistics,44.23,Supplier H,Los Angeles,2586,20.68,5.75,Air,Route C,429.44,Pass
Skincare,SKU-000909,93.51,0,286,26743.86,684,14.1,329,9.17,Amazon Logistics,56.06,Supplier A,Miami,4935,41.48,2.12,Air,Route E,478.43,Fail
Haircare,SKU-000910,30.08,0,55,1654.4,795,11.29,159,11.29,FedEx,9.68,Supplier H,Miami,3845,44.43,2.08,Air,Route D,405.55,Pass
Fragrances,SKU-000911,131.76,0,462,60873.12,782,12.62,565,5.5,USPS,5.22,Supplier H,Dallas,894,109.5,1.25,Sea,Route D,346.82,Fail
Cosmetics,SKU-000912,51.05,0,399,20368.95,372,4.34,549,1.49,USPS,28.26,Supplier E,Atlanta,4114,12.04,1.9,Road,Route B,435.46,Pass
Cosmetics,SKU-000913,127.72,1,303,38699.16,900,26.61,76,2.78,FedEx,69.66,Supplier G,Boston,4453,99.42,0.32,Road,Route C,84.04,Pass
Skincare,SKU-000914,133.54,0,71,9481.34,52,13.03,131,13.81,Amazon Logistics,16.52,Supplier E,Chicago,3507,37.1,6.74,Sea,Route E,258.27,Pass
Fragrances,SKU-000915,38.88,0,95,3693.6,743,12.23,24,7.91,UPS,15.81,Supplier G,San Francisco,2556,16.87,4.01,Rail,Route B,495.17,Fail
Accessories,SKU-000916,21.66,1,455,9855.3,255,20.13,429,7.35,UPS,44.04,Supplier H,Houston,1951,48.62,5.62,Rail,Route B,396.32,Pass
Cosmetics,SKU-000917,158.34,1,219,34676.46,881,13.82,433,1.53,Amazon Logistics,66.54,Supplier A,Seattle,1074,37.55,6.37,Rail,Route A,482.93,Fail
Skincare,SKU-000918,97.36,1,87,8470.32,89,19.8,201,11.2,USPS,72.65,Supplier F,Chicago,1147,85.04,9.72,Sea,Route D,400.84,Pass
Accessories,SKU-000919,21.05,0,211,4441.55,108,2.78,32,8.39,UPS,21.95,Supplier G,Dallas,4466,56.82,0.68,Road,Route E,443.7,Pass
Fragrances,SKU-000920,199.02,1,311,61895.22,623,24.6,358,3.83,DHL,12.56,Supplier F,Atlanta,4337,145.07,4.18,Sea,Route D,367.94,Pass
Cosmetics,SKU-000921,20.98,0,406,8517.88,693,28.27,278,2.54,DHL,94.34,Supplier C,Seattle,3889,144.71,2.46,Road,Route C,392.23,Pass
Accessories,SKU-000922,142.06,0,232,32957.92,556,19.81,109,6.37,FedEx,29.76,Supplier E,Houston,3121,69.34,4.77,Air,Route A,285.43,Pass
Accessories,SKU-000923,196.9,0,231,45483.9,621,28.68,269,12.72,Amazon Logistics,86.07,Supplier F,Boston,4469,120.29,9.2,Sea,Route B,465.91,Pass
Accessories,SKU-000924,55.44,1,12,665.28,933,5.39,274,13.11,Amazon Logistics,87.03,Supplier E,Chicago,4129,6.92,7.24,Road,Route A,421.27,Pass
Cosmetics,SKU-000925,37.03,1,487,18033.61,892,14.85,127,9.44,UPS,78.39,Supplier G,San Francisco,564,84.43,6.62,Air,Route B,429.75,Pass
Cosmetics,SKU-000926,33.06,1,15,495.9,171,18.45,504,11.19,USPS,21.04,Supplier G,Atlanta,387,112.78,4.41,Air,Route A,352.85,Fail
Haircare,SKU-000927,67.62,1,102,6897.24,528,17.87,277,2.61,Amazon Logistics,83.07,Supplier C,New York,3295,36.46,6.71,Sea,Route B,187.06,Pass
Fragrances,SKU-000928,29.2,1,17,496.4,668,12.64,301,9.23,UPS,78.08,Supplier G,Chicago,975,13.87,0.32,Road,Route D,66.03,Pass
Skincare,SKU-000929,141.51,0,437,61839.87,145,10.8,107,10.34,UPS,61.69,Supplier H,Miami,2092,27.61,5.86,Air,Route D,471.04,Pass
Accessories,SKU-000930,21.84,0,244,5328.96,908,4.68,223,3.81,Amazon Logistics,37.03,Supplier C,Miami,3025,69.07,5.54,Sea,Route D,313.75,Pass
Haircare,SKU-000931,106.79,0,117,12494.43,463,12.36,35,13.32,UPS,29.94,Supplier F,San Francisco,1220,78.42,3.47,Air,Route D,184.16,Fail
Skincare,SKU-000932,199.37,0,170,33892.9,284,5.72,170,3.73,FedEx,16.58,Supplier G,Los Angeles,546,60.23,2.02,Rail,Route A,117.11,Fail
Haircare,SKU-000933,164.65,1,218,35893.7,947,22.3,273,5.39,FedEx,53.43,Supplier A,San Francisco,2932,68.8,8.08,Sea,Route B,423.29,Pass
Cosmetics,SKU-000934,126.89,1,249,31595.61,111,7.06,207,9.69,Amazon Logistics,60.6,Supplier D,Atlanta,3668,73.18,0.54,Air,Route D,426.43,Pass
Accessories,SKU-000935,68.19,0,340,23184.6,305,2.7,348,9.94,USPS,39.14,Supplier B,Miami,2996,116.57,0.7,Sea,Route A,416.53,Pass
Skincare,SKU-000936,128.54,1,342,43960.68,610,17.02,563,10.79,FedEx,50.16,Supplier H,Boston,821,20.26,4.41,Sea,Route B,340.29,Fail
Skincare,SKU-000937,110.14,1,59,6498.26,954,18.26,416,2.57,FedEx,39.53,Supplier D,Boston,2263,116.5,2.53,Road,Route A,214.71,Fail
Skincare,SKU-000938,90.96,0,20,1819.2,397,26.29,536,12.89,Amazon Logistics,65.9,Supplier D,Miami,2682,104.85,7.45,Road,Route D,186.83,Pass
Skincare,SKU-000939,34.83,0,360,12538.8,720,17.73,478,8.46,DHL,90.62,Supplier E,Atlanta,1451,112.54,6.34,Air,Route C,53.85,Pass
Skincare,SKU-000940,178.45,1,165,29444.25,173,11.02,349,7.6,UPS,20.57,Supplier H,Dallas,4080,111.5,7.73,Sea,Route A,425.12,Fail
Haircare,SKU-000941,95.46,1,79,7541.34,531,24.29,188,14.74,FedEx,41.23,Supplier H,Houston,4602,73.24,3.25,Sea,Route D,89.34,Pass
Accessories,SKU-000942,46.98,0,178,8362.44,366,16.67,385,11.37,DHL,18.38,Supplier C,Houston,3484,35.65,7.41,Rail,Route E,333.84,Pass
Cosmetics,SKU-000943,79.87,0,281,22443.47,553,3.3,197,2.65,USPS,64.37,Supplier E,Atlanta,1825,82.81,8.62,Sea,Route B,276.83,Fail
Cosmetics,SKU-000944,88.68,0,77,6828.36,768,17.41,381,11.59,DHL,74.24,Supplier F,New York,793,143.91,3.45,Road,Route D,287.01,Pass
Cosmetics,SKU-000945,167.23,1,364,60871.72,97,27.33,59,2.33,Amazon Logistics,93.53,Supplier B,Houston,3513,90.34,3.4,Sea,Route E,467.02,Pass
Cosmetics,SKU-000946,149.39,0,261,38990.79,458,12.49,435,1.38,USPS,31.49,Supplier F,Seattle,594,6.6,9.0,Road,Route A,64.23,Fail
Haircare,SKU-000947,156.17,0,57,8901.69,981,9.59,374,6.65,USPS,95.27,Supplier A,Houston,1047,13.66,0.5,Rail,Route A,398.03,Pass
Fragrances,SKU-000948,12.1,1,193,2335.3,185,5.16,274,14.91,DHL,11.01,Supplier B,Seattle,122,148.97,3.5,Air,Route E,73.42,Pass
Accessories,SKU-000949,89.07,1,329,29304.03,250,5.39,162,3.45,Amazon Logistics,62.29,Supplier E,Miami,1228,15.43,1.19,Road,Route E,67.17,Pass
Skincare,SKU-000950,101.46,1,196,19886.16,299,13.55,596,10.42,FedEx,10.43,Supplier G,Dallas,657,11.68,0.29,Air,Route B,243.42,Pass
Fragrances,SKU-000951,13.65,1,99,1351.35,363,18.27,30,3.43,DHL,89.91,Supplier G,San Francisco,1716,56.19,1.13,Air,Route A,78.38,Pass
Cosmetics,SKU-000952,59.36,1,455,27008.8,918,3.34,45,11.15,FedEx,55.33,Supplier E,Dallas,3830,145.55,4.31,Air,Route E,405.11,Pass
Fragrances,SKU-000953,154.46,0,341,52670.86,417,28.25,440,8.07,DHL,68.59,Supplier F,Houston,1756,51.21,6.87,Air,Route C,288.3,Pass
Accessories,SKU-000954,36.05,0,148,5335.4,478,22.9,240,10.52,FedEx,84.0,Supplier E,Houston,4273,64.43,2.89,Road,Route C,63.07,Fail
Skincare,SKU-000955,111.71,1,366,40885.86,879,18.01,515,3.84,DHL,19.28,Supplier E,Atlanta,906,96.94,8.5,Rail,Route E,68.23,Fail
Skincare,SKU-000956,50.89,1,98,4987.22,856,25.02,256,11.44,USPS,8.67,Supplier D,San Francisco,3412,8.5,4.38,Sea,Route B,325.7,Pass
Accessories,SKU-000957,12.3,1,283,3480.9,529,3.33,256,14.94,UPS,88.49,Supplier A,Houston,4963,135.18,9.68,Road,Route A,412.75,Pass
Accessories,SKU-000958,55.83,1,28,1563.24,363,14.83,238,10.32,USPS,34.92,Supplier H,Los Angeles,553,80.32,9.54,Rail,Route C,247.01,Pass
Cosmetics,SKU-000959,195.42,1,480,93801.6,549,19.27,506,7.91,FedEx,17.25,Supplier G,Los Angeles,3075,72.69,7.73,Sea,Route E,299.56,Pass
Skincare,SKU-000960,162.29,0,320,51932.8,770,25.03,480,13.92,Amazon Logistics,49.5,Supplier D,New York,2424,129.81,9.32,Air,Route E,409.92,Pass
Fragrances,SKU-000961,192.32,0,367,70581.44,404,23.72,163,1.22,USPS,61.84,Supplier E,Miami,1547,143.2,7.07,Sea,Route D,324.73,Pass
Haircare,SKU-000962,102.69,0,383,39330.27,534,9.04,208,11.22,UPS,7.94,Supplier C,Seattle,2661,66.4,8.96,Sea,Route E,151.14,Pass
Haircare,SKU-000963,30.85,0,475,14653.75,260,28.29,274,13.44,FedEx,31.12,Supplier D,Dallas,2611,30.0,2.36,Rail,Route B,325.87,Pass
Accessories,SKU-000964,114.11,1,163,18599.93,753,4.61,87,1.86,USPS,8.12,Supplier E,Miami,2971,123.28,3.45,Sea,Route C,332.73,Pass
Cosmetics,SKU-000965,96.33,0,399,38435.67,93,26.38,355,7.3,DHL,44.93,Supplier G,Seattle,462,63.47,7.53,Air,Route D,380.35,Pass
Haircare,SKU-000966,170.43,1,269,45845.67,590,29.16,428,3.87,Amazon Logistics,90.03,Supplier H,Seattle,3554,140.65,4.25,Road,Route C,329.39,Pass
Skincare,SKU-000967,28.64,1,117,3350.88,620,6.14,319,8.93,FedEx,98.35,Supplier E,Chicago,2898,142.74,8.37,Road,Route C,486.16,Pass
Accessories,SKU-000968,102.77,1,380,39052.6,632,21.94,376,10.09,USPS,65.52,Supplier A,Houston,4720,21.65,8.78,Rail,Route B,138.78,Pass
Fragrances,SKU-000969,38.51,0,294,11321.94,141,2.17,275,5.24,FedEx,20.36,Supplier F,New York,3553,143.7,3.0,Air,Route E,477.99,Pass
Accessories,SKU-000970,71.69,1,68,4874.92,314,12.76,372,7.44,DHL,91.06,Supplier B,Houston,3355,58.4,8.23,Air,Route B,292.25,Fail
Fragrances,SKU-000971,150.1,0,134,20113.4,944,15.97,540,4.91,UPS,54.04,Supplier D,New York,1317,98.71,1.54,Sea,Route E,352.38,Pass
Accessories,SKU-000972,100.44,0,363,36459.72,269,17.84,543,6.17,USPS,19.61,Supplier D,Miami,1585,10.04,3.34,Rail,Route D,94.76,Pass
Accessories,SKU-000973,81.42,1,282,22960.44,951,28.14,303,3.23,FedEx,92.56,Supplier D,Atlanta,2203,133.89,5.18,Air,Route B,221.26,Pass
Accessories,SKU-000974,84.95,1,116,9854.2,974,20.5,331,13.4,FedEx,76.96,Supplier E,Atlanta,2636,98.03,2.26,Air,Route B,396.22,Fail
Fragrances,SKU-000975,97.29,1,308,29965.32,491,14.96,118,1.14,FedEx,74.51,Supplier H,Miami,1955,98.32,5.79,Air,Route A,368.11,Fail
Fragrances,SKU-000976,159.15,0,254,40424.1,450,24.48,216,13.35,UPS,72.37,Supplier A,San Francisco,4917,135.82,5.79,Road,Route B,68.06,Fail
Accessories,SKU-000977,179.5,1,345,61927.5,449,28.57,501,9.0,FedEx,24.03,Supplier H,Los Angeles,1307,78.71,2.07,Road,Route A,295.97,Pass
Haircare,SKU-000978,191.51,0,459,87903.09,776,1.64,245,5.64,Amazon Logistics,25.05,Supplier E,Seattle,1548,64.52,7.96,Road,Route E,89.73,Pass
Cosmetics,SKU-000979,159.51,1,427,68110.77,948,29.49,384,11.12,Amazon Logistics,70.39,Supplier E,New York,1607,130.59,6.32,Sea,Route E,498.14,Pass
Cosmetics,SKU-000980,69.93,1,256,17902.08,838,3.5,387,8.11,FedEx,25.87,Supplier F,Boston,1103,112.65,3.18,Sea,Route E,453.78,Fail
Cosmetics,SKU-000981,140.75,0,17,2392.75,625,24.62,589,7.99,Amazon Logistics,46.67,Supplier C,Houston,1025,142.6,2.32,Sea,Route A,59.49,Pass
Fragrances,SKU-000982,93.14,0,150,13971.0,907,9.13,94,2.54,USPS,79.29,Supplier A,Miami,183,141.32,8.79,Air,Route E,436.39,Fail
Fragrances,SKU-000983,58.39,0,371,21662.69,853,4.83,61,6.45,Amazon Logistics,79.48,Supplier D,Seattle,3842,60.44,8.36,Road,Route C,463.74,Pass
Haircare,SKU-000984,169.77,0,17,2886.09,539,13.76,441,4.37,FedEx,48.06,Supplier B,New York,4027,69.81,2.3,Air,Route B,209.1,Fail
Cosmetics,SKU-000985,17.3,0,487,8425.1,534,19.67,200,1.22,DHL,80.26,Supplier D,Dallas,1642,42.12,0.36,Air,Route A,373.78,Pass
Cosmetics,SKU-000986,181.33,0,361,65460.13,806,12.05,564,6.04,USPS,84.67,Supplier H,San Francisco,1085,100.79,8.05,Rail,Route E,248.95,Fail
Accessories,SKU-000987,97.68,1,493,48156.24,519,2.58,90,2.26,UPS,67.2,Supplier E,Houston,4331,57.86,6.16,Air,Route C,344.85,Fail
Fragrances,SKU-000988,131.07,1,103,13500.21,623,18.38,587,4.6,FedEx,26.7,Supplier A,Atlanta,1008,118.98,1.01,Sea,Route B,203.14,Pass
